City,Center,Date,Year,Month,Season,PM1.0_ATM_ug/m3,PM2.5_ATM_ug/m3,PM10_ATM_ug/m3,Temperature_F,Humidity_%,AQI
Mandalay,19th Street,2020-04-29 00:00:00,2020,April,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-04-30 00:00:00,2020,April,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-01 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-02 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-03 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-04 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-05 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-06 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-07 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-08 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-09 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-10 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-11 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-12 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-13 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-14 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-15 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-16 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-17 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-18 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-19 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-20 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-21 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-22 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-23 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-24 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-25 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-26 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-27 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-28 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-29 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-30 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-05-31 00:00:00,2020,May,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-01 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-02 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-03 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-04 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-05 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-06 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-07 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-08 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-09 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-10 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-11 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-12 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-13 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-14 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-15 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-16 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-17 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-18 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-19 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-20 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-21 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-22 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-23 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-24 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-25 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-26 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-27 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-28 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-29 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-06-30 00:00:00,2020,June,Hot Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-07-01 00:00:00,2020,July,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-07-02 00:00:00,2020,July,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-07-03 00:00:00,2020,July,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-07-04 00:00:00,2020,July,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-07-05 00:00:00,2020,July,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-07-06 00:00:00,2020,July,Rainy Season,5.21,7.47,8.11,91.48,55.28,31.13
Mandalay,19th Street,2020-07-07 00:00:00,2020,July,Rainy Season,8.99,12.97,14.26,98.34,46.37,52.83
Mandalay,19th Street,2020-07-08 00:00:00,2020,July,Rainy Season,9.82,14.2,15.55,98.55,44.85,55.42
Mandalay,19th Street,2020-07-09 00:00:00,2020,July,Rainy Season,5.8,8.34,9.16,96.61,47.86,34.75
Mandalay,19th Street,2020-07-10 00:00:00,2020,July,Rainy Season,5.37,7.76,8.49,93.19,52.29,32.33
Mandalay,19th Street,2020-07-11 00:00:00,2020,July,Rainy Season,8.6,12.06,12.99,95.19,49.96,50.25
Mandalay,19th Street,2020-07-12 00:00:00,2020,July,Rainy Season,5.63,7.87,8.61,101.98,39.84,32.79
Mandalay,19th Street,2020-07-13 00:00:00,2020,July,Rainy Season,6.47,9.12,9.92,92.82,52.49,38.00
Mandalay,19th Street,2020-07-14 00:00:00,2020,July,Rainy Season,7.62,10.74,11.64,97.79,44.39,44.75
Mandalay,19th Street,2020-07-15 00:00:00,2020,July,Rainy Season,9.03,12.81,13.84,98.71,43.37,52.49
Mandalay,19th Street,2020-07-16 00:00:00,2020,July,Rainy Season,8.01,11.45,12.78,100.5,41.16,47.71
Mandalay,19th Street,2020-07-17 00:00:00,2020,July,Rainy Season,6.92,9.64,10.43,99.38,43.96,40.17
Mandalay,19th Street,2020-07-18 00:00:00,2020,July,Rainy Season,5.27,7.33,7.92,95.43,49.36,30.54
Mandalay,19th Street,2020-07-19 00:00:00,2020,July,Rainy Season,4.9,6.77,7.32,94.49,51.49,28.21
Mandalay,19th Street,2020-07-20 00:00:00,2020,July,Rainy Season,5.74,8.14,8.83,93.99,50.6,33.92
Mandalay,19th Street,2020-07-21 00:00:00,2020,July,Rainy Season,7.68,10.89,11.72,93.78,51.32,45.38
Mandalay,19th Street,2020-07-22 00:00:00,2020,July,Rainy Season,4.81,6.76,7.37,96.88,45.28,28.17
Mandalay,19th Street,2020-07-23 00:00:00,2020,July,Rainy Season,6.82,9.69,10.8,96.86,46.52,40.38
Mandalay,19th Street,2020-07-24 00:00:00,2020,July,Rainy Season,8.36,11.73,12.72,100.02,41.75,48.88
Mandalay,19th Street,2020-07-25 00:00:00,2020,July,Rainy Season,10.13,13.84,15.04,102.45,42.2,54.66
Mandalay,19th Street,2020-07-26 00:00:00,2020,July,Rainy Season,12.9,17.86,19.41,95.5,56.29,63.11
Mandalay,19th Street,2020-07-27 00:00:00,2020,July,Rainy Season,12.36,17.15,18.55,90.78,63.9,61.62
Mandalay,19th Street,2020-07-28 00:00:00,2020,July,Rainy Season,8.49,11.69,12.45,91,61.02,48.71
Mandalay,19th Street,2020-07-29 00:00:00,2020,July,Rainy Season,7.2,10.02,10.64,92.16,56.62,41.75
Mandalay,19th Street,2020-07-30 00:00:00,2020,July,Rainy Season,8.39,11.61,12.67,95.82,50.16,48.38
Mandalay,19th Street,2020-07-31 00:00:00,2020,July,Rainy Season,9.64,13.21,14.03,98.35,48.72,53.33
Mandalay,19th Street,2020-08-01 00:00:00,2020,August,Rainy Season,10.71,14.83,16.31,98.21,51.48,56.74
Mandalay,19th Street,2020-08-02 00:00:00,2020,August,Rainy Season,12.18,16.67,17.93,100.44,49.45,60.61
Mandalay,19th Street,2020-08-03 00:00:00,2020,August,Rainy Season,11.36,15.64,16.66,91.85,63.56,58.44
Mandalay,19th Street,2020-08-04 00:00:00,2020,August,Rainy Season,12.53,17.89,19.74,92.62,60.83,63.18
Mandalay,19th Street,2020-08-05 00:00:00,2020,August,Rainy Season,8.81,12.47,13.72,96.59,50.73,51.78
Mandalay,19th Street,2020-08-06 00:00:00,2020,August,Rainy Season,8.04,11.17,12.06,94.94,55.07,46.54
Mandalay,19th Street,2020-08-07 00:00:00,2020,August,Rainy Season,6.42,8.82,9.46,93.86,55.59,36.75
Mandalay,19th Street,2020-08-08 00:00:00,2020,August,Rainy Season,7.4,10.4,11.17,94.23,53.56,43.33
Mandalay,19th Street,2020-08-09 00:00:00,2020,August,Rainy Season,9.07,12.94,14.03,96.45,49.37,52.77
Mandalay,19th Street,2020-08-10 00:00:00,2020,August,Rainy Season,9.36,13.57,14.89,95.47,50.25,54.09
Mandalay,19th Street,2020-08-11 00:00:00,2020,August,Rainy Season,6.5,9.37,10.29,93.86,52.64,39.04
Mandalay,19th Street,2020-08-12 00:00:00,2020,August,Rainy Season,9.09,13.16,14.34,95.8,49.21,53.23
Mandalay,19th Street,2020-08-13 00:00:00,2020,August,Rainy Season,10.36,15.06,16.48,94.98,50.65,57.22
Mandalay,19th Street,2020-08-14 00:00:00,2020,August,Rainy Season,6.86,9.78,10.73,93.73,51.5,40.75
Mandalay,19th Street,2020-08-15 00:00:00,2020,August,Rainy Season,7.81,11.34,12.51,92.7,52.31,47.25
Mandalay,19th Street,2020-08-16 00:00:00,2020,August,Rainy Season,8.49,12.27,13.51,93.32,50.78,51.36
Mandalay,19th Street,2020-08-17 00:00:00,2020,August,Rainy Season,9.08,13.07,14.32,91.66,54.07,53.04
Mandalay,19th Street,2020-08-18 00:00:00,2020,August,Rainy Season,8.75,12.85,14.14,89.79,55.93,52.58
Mandalay,19th Street,2020-08-19 00:00:00,2020,August,Rainy Season,11.16,16.46,18.13,91.24,54.11,60.17
Mandalay,19th Street,2020-08-20 00:00:00,2020,August,Rainy Season,11.64,17.14,18.86,91.93,57.36,61.60
Mandalay,19th Street,2020-08-21 00:00:00,2020,August,Rainy Season,18.07,26.77,30.06,94.4,54.67,81.85
Mandalay,19th Street,2020-08-22 00:00:00,2020,August,Rainy Season,15.65,22.51,25.06,93.66,56.58,72.89
Mandalay,19th Street,2020-08-23 00:00:00,2020,August,Rainy Season,13.39,21.37,21.38,92.22,61.3,70.49
Mandalay,19th Street,2020-08-24 00:00:00,2020,August,Rainy Season,9.61,13.76,14.84,88.8,62.61,54.49
Mandalay,19th Street,2020-08-25 00:00:00,2020,August,Rainy Season,8.27,11.98,13.07,91.74,54.97,49.92
Mandalay,19th Street,2020-08-26 00:00:00,2020,August,Rainy Season,8.58,12.22,13.12,92.55,55.93,51.25
Mandalay,19th Street,2020-08-27 00:00:00,2020,August,Rainy Season,12.62,18.36,19.9,93.17,56.19,64.16
Mandalay,19th Street,2020-08-28 00:00:00,2020,August,Rainy Season,14.26,20.99,23.02,98.1,46.19,69.70
Mandalay,19th Street,2020-08-29 00:00:00,2020,August,Rainy Season,19.07,28.74,32.43,99.02,46.2,85.99
Mandalay,19th Street,2020-08-30 00:00:00,2020,August,Rainy Season,16.39,24.7,27.3,96.56,51.96,77.50
Mandalay,19th Street,2020-08-31 00:00:00,2020,August,Rainy Season,17.06,25.74,28.65,92.87,57.65,79.68
Mandalay,19th Street,2020-09-01 00:00:00,2020,September,Rainy Season,18.37,27.03,30.79,95.7,50.53,82.40
Mandalay,19th Street,2020-09-02 00:00:00,2020,September,Rainy Season,18.11,26.31,29.69,97.93,48.8,80.88
Mandalay,19th Street,2020-09-03 00:00:00,2020,September,Rainy Season,20.99,30.9,35.08,99.47,46.59,90.54
Mandalay,19th Street,2020-09-04 00:00:00,2020,September,Rainy Season,21.57,31.83,35.48,99.94,47.59,92.49
Mandalay,19th Street,2020-09-05 00:00:00,2020,September,Rainy Season,17.88,26.63,29.41,97.9,49.89,81.56
Mandalay,19th Street,2020-09-06 00:00:00,2020,September,Rainy Season,9.71,13.87,14.93,96.46,49.8,54.72
Mandalay,19th Street,2020-09-07 00:00:00,2020,September,Rainy Season,12.47,15.21,19.69,96.87,50.86,57.54
Mandalay,19th Street,2020-09-08 00:00:00,2020,September,Rainy Season,12.88,17.97,19.48,99.06,49.23,63.34
Mandalay,19th Street,2020-09-09 00:00:00,2020,September,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-09-10 00:00:00,2020,September,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-09-11 00:00:00,2020,September,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-09-12 00:00:00,2020,September,Rainy Season,8.4,11.75,12.6,96.84,48.56,48.96
Mandalay,19th Street,2020-09-13 00:00:00,2020,September,Rainy Season,9.22,12.74,13.76,95.68,53.22,52.35
Mandalay,19th Street,2020-09-14 00:00:00,2020,September,Rainy Season,10.93,15.32,16.59,98.78,44.82,57.77
Mandalay,19th Street,2020-09-15 00:00:00,2020,September,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-09-16 00:00:00,2020,September,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,19th Street,2020-09-17 00:00:00,2020,September,Rainy Season,11.45,16.34,17.98,96.57,52.33,59.92
Mandalay,19th Street,2020-09-18 00:00:00,2020,September,Rainy Season,18.16,25.69,28.94,96.56,55.44,79.58
Mandalay,19th Street,2020-09-19 00:00:00,2020,September,Rainy Season,13.57,19.33,21.33,99.74,42.6,66.20
Mandalay,19th Street,2020-09-20 00:00:00,2020,September,Rainy Season,9.07,13.05,14.47,94.62,55.37,53.00
Mandalay,19th Street,2020-09-21 00:00:00,2020,September,Rainy Season,6.73,9.7,10.43,91.61,57.39,40.42
Mandalay,19th Street,2020-09-22 00:00:00,2020,September,Rainy Season,6.38,8.9,9.59,92.49,56.23,37.08
Mandalay,19th Street,2020-09-23 00:00:00,2020,September,Rainy Season,7.3,10.23,11.19,93.91,53.96,42.63
Mandalay,19th Street,2020-09-24 00:00:00,2020,September,Rainy Season,8.82,12.46,13.54,94.31,52.36,51.76
Mandalay,19th Street,2020-09-25 00:00:00,2020,September,Rainy Season,7.46,10.61,11.58,94.13,51.41,44.21
Mandalay,19th Street,2020-09-26 00:00:00,2020,September,Rainy Season,5.97,8.39,9.25,95.5,48.63,34.96
Mandalay,19th Street,2020-09-27 00:00:00,2020,September,Rainy Season,9.39,13.22,14.63,97.38,46.23,53.36
Mandalay,19th Street,2020-09-28 00:00:00,2020,September,Rainy Season,14.58,20.68,22.51,97.85,49.34,69.04
Mandalay,19th Street,2020-09-29 00:00:00,2020,September,Rainy Season,13.3,18.64,20.18,93.84,58.82,64.75
Mandalay,19th Street,2020-09-30 00:00:00,2020,September,Rainy Season,13.74,19.35,21.35,94.36,57.01,66.25
Mandalay,19th Street,2020-10-01 00:00:00,2020,October,Rainy Season,11.97,16.68,17.98,92.43,60.51,60.63
Mandalay,19th Street,2020-10-02 00:00:00,2020,October,Rainy Season,13.64,19.86,21.48,93.27,57.64,67.32
Mandalay,19th Street,2020-10-03 00:00:00,2020,October,Rainy Season,14.18,20.35,21.89,95.54,55.08,68.35
Mandalay,19th Street,2020-10-04 00:00:00,2020,October,Rainy Season,12.29,17.19,18.33,90.5,64.13,61.70
Mandalay,19th Street,2020-10-05 00:00:00,2020,October,Rainy Season,9.89,14.05,14.99,93.7,55.45,55.10
Mandalay,19th Street,2020-10-06 00:00:00,2020,October,Rainy Season,16.65,24.95,27.52,94.9,53.78,78.02
Mandalay,19th Street,2020-10-07 00:00:00,2020,October,Rainy Season,17.94,26.53,29.44,94.49,56.66,81.35
Mandalay,19th Street,2020-10-08 00:00:00,2020,October,Rainy Season,16.28,24.07,26.69,96.92,54.09,76.17
Mandalay,19th Street,2020-10-09 00:00:00,2020,October,Rainy Season,21.58,34.89,37.79,98.57,49.02,98.93
Mandalay,19th Street,2020-10-10 00:00:00,2020,October,Rainy Season,18.41,27.33,30.8,98.09,43.09,83.03
Mandalay,19th Street,2020-10-11 00:00:00,2020,October,Rainy Season,18.23,27.01,30.29,98.69,43.93,82.36
Mandalay,19th Street,2020-10-12 00:00:00,2020,October,Rainy Season,24.54,35.7,40.49,102.98,38.21,101.49
Mandalay,19th Street,2020-10-13 00:00:00,2020,October,Rainy Season,21.04,31.03,35.16,96.18,47.66,90.81
Mandalay,19th Street,2020-10-14 00:00:00,2020,October,Rainy Season,20.9,30.68,34.63,97.34,46.91,90.07
Mandalay,19th Street,2020-10-15 00:00:00,2020,October,Rainy Season,23.32,34.4,39.58,98.59,48.26,97.90
Mandalay,19th Street,2020-10-16 00:00:00,2020,October,Rainy Season,21.51,31.22,35.3,94.51,46.95,91.21
Mandalay,19th Street,2020-10-17 00:00:00,2020,October,Rainy Season,20.95,30.59,34.89,98.4,45.54,89.88
Mandalay,19th Street,2020-10-18 00:00:00,2020,October,Rainy Season,17.17,25.01,28.71,100.31,40.09,78.15
Mandalay,19th Street,2020-10-19 00:00:00,2020,October,Rainy Season,10.09,14.58,16.53,97.97,37.67,56.22
Mandalay,19th Street,2020-10-20 00:00:00,2020,October,Rainy Season,13.91,20.44,23.27,96.57,40.79,68.54
Mandalay,19th Street,2020-10-21 00:00:00,2020,October,Rainy Season,15.9,22.97,26.28,95.79,46.78,73.86
Mandalay,19th Street,2020-10-22 00:00:00,2020,October,Rainy Season,9.6,13.85,15.69,87.93,62.85,54.68
Mandalay,19th Street,2020-10-23 00:00:00,2020,October,Rainy Season,16.33,22.79,25,90.55,58.29,73.48
Mandalay,19th Street,2020-10-24 00:00:00,2020,October,Rainy Season,20.56,29.92,34.04,91.87,56.05,88.48
Mandalay,19th Street,2020-10-25 00:00:00,2020,October,Rainy Season,22.19,32.75,37.32,92.93,57.77,94.43
Mandalay,19th Street,2020-10-26 00:00:00,2020,October,Rainy Season,18.3,27.09,30.83,93.68,55.75,82.52
Mandalay,19th Street,2020-10-27 00:00:00,2020,October,Rainy Season,18.84,28.25,32.14,93.4,54.11,84.96
Mandalay,19th Street,2020-10-28 00:00:00,2020,October,Rainy Season,21.82,32.33,36.83,96.06,50.29,93.54
Mandalay,19th Street,2020-10-29 00:00:00,2020,October,Rainy Season,19.18,27.97,31.12,95.46,52.54,84.37
Mandalay,19th Street,2020-10-30 00:00:00,2020,October,Rainy Season,13.8,19.78,22.29,93.34,49.48,67.15
Mandalay,19th Street,2020-10-31 00:00:00,2020,October,Rainy Season,24.17,34.05,38.6,92.28,55.02,97.16
Mandalay,Jefferson Center,2019-10-20 00:00:00,2019,October,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,Jefferson Center,2019-10-21 00:00:00,2019,October,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,Jefferson Center,2019-10-22 00:00:00,2019,October,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,Jefferson Center,2019-10-23 00:00:00,2019,October,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,Jefferson Center,2019-10-24 00:00:00,2019,October,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,Jefferson Center,2019-10-25 00:00:00,2019,October,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,Jefferson Center,2019-10-26 00:00:00,2019,October,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
Mandalay,Jefferson Center,2019-10-27 00:00:00,2019,October,Rainy Season,19.18,28.92,33.4,91.19,53.36,86.37
